Easting,Northing,Lat,Long,Severity_of_casualty,Casualty_Class,Sex,Age,Date,Day,Hour,Local_authority,Vehicle_type,Pedestrian_Locality
526940,177890,51.48572431,-0.173152228,Serious,Pedestrian,Male,14,15/01/2010,Friday,16,Kensington_and_Chelsea,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
527790,179400,51.49910348,-0.160370508,Serious,Pedestrian,Female,46,13/01/2010,Wednesday,17,Kensington_and_Chelsea,Taxi/Private_hire_car,Crossing_on_ped._crossing_facility
526070,178880,51.494816,-0.185322214,Serious,Driver_or_rider,Male,37,18/01/2010,Monday,7,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,"In_carriageway,_crossing_elsewhere"
526070,178880,51.494816,-0.185322214,Serious,Pedestrian,Male,69,18/01/2010,Monday,7,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
524130,181740,51.52094844,-0.212247358,Serious,Pedestrian,Male,35,17/01/2010,Sunday,0,Kensington_and_Chelsea,Car,Not_a_pedestrian
525250,178440,51.4910437,-0.197284321,Serious,Driver_or_rider,Male,32,12/01/2010,Tuesday,23,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
524620,179030,51.49648524,-0.206145858,Serious,Pedestrian,Male,49,28/01/2010,Thursday,23,Kensington_and_Chelsea,Car,Not_a_pedestrian
527080,177550,51.48263733,-0.171259139,Serious,Driver_or_rider,Male,35,29/01/2010,Friday,8,Kensington_and_Chelsea,Moped,Not_a_pedestrian
525520,180530,51.5097671,-0.192653976,Serious,Passenger,Female,24,31/01/2010,Sunday,0,Kensington_and_Chelsea,Car,Not_a_pedestrian
526440,178490,51.49122848,-0.180134783,Serious,Driver_or_rider,Male,39,07/03/2010,Sunday,20,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
528540,177940,51.48581263,-0.15010295,Serious,Driver_or_rider,Male,29,14/02/2010,Sunday,9,Kensington_and_Chelsea,Pedal_cycle,Crossing_elsewhere_within_50m._of_ped.crossing
527560,178300,51.48926964,-0.164079588,Serious,Driver_or_rider,Male,33,10/03/2010,Wednesday,13,Kensington_and_Chelsea,Pedal_cycle,"In_carriageway,_not_crossing"
526160,177320,51.48077604,-0.184583355,Serious,Driver_or_rider,Male,46,12/03/2010,Friday,9,Kensington_and_Chelsea,Pedal_cycle,Crossing_on_ped._crossing_facility
526890,179000,51.49571119,-0.173473179,Serious,Driver_or_rider,Female,31,25/03/2010,Thursday,21,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
526240,177350,51.48102783,-0.183421201,Serious,Driver_or_rider,Female,22,26/03/2010,Friday,9,Kensington_and_Chelsea,Car,Not_a_pedestrian
526930,177480,51.48204188,-0.173443298,Serious,Driver_or_rider,Male,43,22/03/2010,Monday,18,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
527950,177770,51.48441851,-0.158657196,Serious,Driver_or_rider,Male,unknown,21/04/2010,Wednesday,10,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,"In_carriageway,_not_crossing"
525550,179200,51.4978075,-0.192695139,Serious,Pedestrian,Female,35,04/05/2010,Tuesday,13,Kensington_and_Chelsea,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
525600,178860,51.49474076,-0.192096185,Serious,Pedestrian,Female,29,27/04/2010,Tuesday,17,Kensington_and_Chelsea,Car,Not_a_pedestrian
526080,177460,51.48205205,-0.185684912,Serious,Pedestrian,Male,12,06/05/2010,Thursday,16,Kensington_and_Chelsea,Car,Not_a_pedestrian
526240,178880,51.4947781,-0.182874638,Serious,Driver_or_rider,Male,34,28/04/2010,Wednesday,22,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
527620,179510,51.50013042,-0.162778511,Serious,Driver_or_rider,Male,34,19/05/2010,Wednesday,16,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
525370,178040,51.48742225,-0.195698739,Serious,Pedestrian,Male,30,14/05/2010,Friday,16,Kensington_and_Chelsea,Car,Not_a_pedestrian
523490,181570,51.51956075,-0.221526745,Serious,Driver_or_rider,Female,48,23/05/2010,Sunday,15,Kensington_and_Chelsea,Car,Not_a_pedestrian
527030,178580,51.49190521,-0.17160859,Serious,Driver_or_rider,Female,31,25/05/2010,Tuesday,7,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
527780,179160,51.49694885,-0.160601376,Serious,Driver_or_rider,Male,39,27/05/2010,Thursday,4,Kensington_and_Chelsea,Car,Not_a_pedestrian
524790,180300,51.50786157,-0.203249059,Serious,Driver_or_rider,Male,23,06/06/2010,Sunday,21,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
525130,179320,51.498979,-0.198699993,Serious,Pedestrian,Male,50,24/05/2010,Monday,13,Kensington_and_Chelsea,Goods_3.5_tonnes_maximum_gross_weight_or_under,Crossing_elsewhere_within_50m._of_ped.crossing
524090,179650,51.50217383,-0.213558951,Serious,Driver_or_rider,Male,34,18/06/2010,Friday,10,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
526470,177970,51.48654847,-0.179889079,Serious,Driver_or_rider,Male,24,11/06/2010,Friday,18,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
524000,179750,51.50309229,-0.214819815,Serious,Passenger,Female,57,09/06/2010,Wednesday,18,Kensington_and_Chelsea,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
528070,178630,51.49212019,-0.156618196,Serious,Pedestrian,Female,53,30/06/2010,Wednesday,13,Kensington_and_Chelsea,Car,Not_a_pedestrian
526090,177270,51.48034228,-0.185608693,Serious,Driver_or_rider,Male,46,22/06/2010,Tuesday,11,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
524980,179250,51.49838304,-0.200884622,Serious,Driver_or_rider,Female,31,23/06/2010,Wednesday,9,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
528230,177840,51.48498424,-0.15460149,Serious,Driver_or_rider,Female,30,08/07/2010,Thursday,18,Kensington_and_Chelsea,Pedal_cycle,Crossing_elsewhere_within_50m._of_ped.crossing
526060,177570,51.48304509,-0.185933584,Serious,Driver_or_rider,Male,34,09/07/2010,Friday,16,Kensington_and_Chelsea,Motorcycle_over_500cc,"In_carriageway,_not_crossing"
523780,180450,51.50943157,-0.217742287,Serious,Pedestrian,Female,40,18/07/2010,Sunday,21,Hammersmith_and_Fulham,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
524570,181270,51.51662767,-0.206074833,Serious,Driver_or_rider,Male,54,05/08/2010,Thursday,19,Kensington_and_Chelsea,Pedal_cycle,Crossing_on_ped._crossing_facility
526440,177910,51.48601595,-0.180342396,Serious,Driver_or_rider,Male,unknown,06/08/2010,Friday,8,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
527600,179480,51.49986532,-0.163077337,Serious,Pedestrian,Male,55,18/08/2010,Wednesday,15,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
528020,178230,51.4885367,-0.157482989,Serious,Driver_or_rider,Male,33,13/08/2010,Friday,14,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
526400,179620,51.50139286,-0.180306045,Serious,Driver_or_rider,Male,47,03/09/2010,Friday,7,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
527850,179720,51.50196577,-0.159390666,Serious,Driver_or_rider,Male,35,10/09/2010,Friday,15,Westminster,Pedal_cycle,Not_a_pedestrian
526360,177430,51.48172002,-0.181665445,Serious,Pedestrian,Male,8,16/09/2010,Thursday,19,Kensington_and_Chelsea,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
528060,178710,51.49284141,-0.156733153,Serious,Pedestrian,Male,5,06/09/2010,Monday,16,Kensington_and_Chelsea,Car,Not_a_pedestrian
524460,181000,51.51422534,-0.207754634,Serious,Driver_or_rider,Male,29,25/09/2010,Saturday,22,Kensington_and_Chelsea,Motor_cycle_125cc_and_under,Not_a_pedestrian
526330,178260,51.489186,-0.181800652,Serious,Driver_or_rider,Male,31,23/09/2010,Thursday,8,Kensington_and_Chelsea,Motorcycle_over_500cc,Crossing_on_ped._crossing_facility
526500,177150,51.47917239,-0.179750485,Serious,Driver_or_rider,Male,33,30/09/2010,Thursday,18,Kensington_and_Chelsea,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
525580,178180,51.48863391,-0.192625954,Serious,Pedestrian,Female,73,10/10/2010,Sunday,22,Kensington_and_Chelsea,Taxi/Private_hire_car,Not_a_pedestrian
526470,177970,51.48654847,-0.179889079,Serious,Driver_or_rider,Male,39,06/10/2010,Wednesday,18,Kensington_and_Chelsea,Pedal_cycle,"In_carriageway,_not_crossing"
524300,181430,51.51812505,-0.209907655,Serious,Pedestrian,Female,39,08/10/2010,Friday,10,Kensington_and_Chelsea,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
525570,179870,51.50382447,-0.192168772,Serious,Driver_or_rider,Female,33,11/10/2010,Monday,6,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
527900,177760,51.48433994,-0.159380516,Serious,Driver_or_rider,Male,56,06/10/2010,Wednesday,8,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
524750,179060,51.49672622,-0.204263492,Serious,Passenger,Female,41,20/10/2010,Wednesday,11,Kensington_and_Chelsea,Car,Not_a_pedestrian
526080,177250,51.48016477,-0.185759751,Serious,Pedestrian,Male,33,05/11/2010,Friday,23,Kensington_and_Chelsea,Other_motor_vehicle,Not_a_pedestrian
525610,179620,51.5015688,-0.191681748,Serious,Pedestrian,Female,66,15/11/2010,Monday,18,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
526760,177730,51.48432672,-0.175800598,Serious,Driver_or_rider,Male,28,25/11/2010,Thursday,7,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
524000,182070,51.52394276,-0.214004033,Serious,Driver_or_rider,Male,26,12/11/2010,Friday,22,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
527610,179510,51.50013268,-0.162922501,Serious,Pedestrian,Male,52,09/12/2010,Thursday,19,Kensington_and_Chelsea,Motorcycle_over_500cc,Crossing_on_ped._crossing_facility
523910,182310,51.52611944,-0.215216265,Serious,Passenger,Female,44,28/11/2010,Sunday,22,Kensington_and_Chelsea,Car,Not_a_pedestrian
524700,180500,51.50967886,-0.204474517,Serious,Driver_or_rider,Female,29,02/11/2010,Tuesday,7,Kensington_and_Chelsea,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
526120,177940,51.48635694,-0.184938017,Serious,Driver_or_rider,Male,48,04/03/2010,Thursday,18,Kensington_and_Chelsea,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
532780,181770,51.51925281,-0.087631483,Serious,Driver_or_rider,Male,40,18/01/2010,Monday,6,City_of_London,Pedal_cycle,Not_a_pedestrian
532870,180680,51.50943629,-0.086745771,Serious,Pedestrian,Female,45,04/02/2010,Thursday,9,City_of_London,Car,Not_a_pedestrian
533190,180930,51.51160762,-0.082042954,Serious,Pedestrian,Female,21,23/02/2010,Tuesday,8,City_of_London,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
532750,181060,51.51287938,-0.088330913,Serious,Driver_or_rider,Male,38,11/02/2010,Thursday,8,City_of_London,Pedal_cycle,Not_a_pedestrian
533220,180940,51.51169042,-0.081607116,Serious,Pedestrian,Male,32,17/03/2010,Wednesday,18,City_of_London,Pedal_cycle,Not_a_pedestrian
532950,180890,51.51130467,-0.085514515,Serious,Driver_or_rider,Female,27,18/03/2010,Thursday,11,City_of_London,Pedal_cycle,Not_a_pedestrian
533330,181680,51.51831448,-0.079743089,Serious,Driver_or_rider,Male,27,16/03/2010,Tuesday,16,City_of_London,Moped,On_footway_or_verge
532430,180870,51.51124697,-0.093011036,Serious,Driver_or_rider,Male,31,13/03/2010,Saturday,12,City_of_London,Pedal_cycle,Not_a_pedestrian
532700,181540,51.51720469,-0.088870408,Serious,Driver_or_rider,Male,45,13/03/2010,Saturday,4,City_of_London,Taxi/Private_hire_car,"In_carriageway,_crossing_elsewhere"
532680,181100,51.51325528,-0.089324035,Serious,Pedestrian,Male,40,13/04/2010,Tuesday,18,City_of_London,Pedal_cycle,Not_a_pedestrian
533260,180620,51.5088053,-0.081151929,Serious,Driver_or_rider,Male,44,08/04/2010,Thursday,8,City_of_London,Pedal_cycle,Crossing_on_ped._crossing_facility
533250,181130,51.51339078,-0.081103267,Serious,Pedestrian,Male,55,12/05/2010,Wednesday,9,City_of_London,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
531910,181830,51.51999577,-0.10014098,Serious,Driver_or_rider,Male,28,29/05/2010,Saturday,6,City_of_London,Car,Not_a_pedestrian
532280,181200,51.5142477,-0.095047566,Serious,Driver_or_rider,Female,30,13/05/2010,Thursday,23,City_of_London,Pedal_cycle,Not_a_pedestrian
531950,181340,51.51558295,-0.099748152,Serious,Pedestrian,Male,62,25/06/2010,Friday,15,City_of_London,Motor_cycle_125cc_and_under,Not_a_pedestrian
532650,181110,51.51335219,-0.08975235,Serious,Driver_or_rider,Female,26,22/06/2010,Tuesday,7,City_of_London,Pedal_cycle,Not_a_pedestrian
531420,181170,51.5141786,-0.107445292,Serious,Driver_or_rider,Female,29,24/06/2010,Thursday,9,City_of_London,Pedal_cycle,Not_a_pedestrian
532480,180800,51.5106062,-0.09231723,Serious,Driver_or_rider,Male,62,23/06/2010,Wednesday,8,City_of_London,Motorcycle_over_500cc,Not_a_pedestrian
533360,181770,51.51911618,-0.07927692,Serious,Pedestrian,Male,22,28/07/2010,Wednesday,0,City_of_London,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
531570,181570,51.51773843,-0.105135617,Serious,Driver_or_rider,Male,56,12/07/2010,Monday,19,City_of_London,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
531370,180810,51.51095498,-0.108299525,Serious,Pedestrian,Male,51,18/07/2010,Sunday,21,City_of_London,Motorcycle_over_500cc,Not_a_pedestrian
532680,181450,51.51640059,-0.08919235,Serious,Driver_or_rider,Female,31,16/07/2010,Friday,21,City_of_London,Pedal_cycle,Crossing_elsewhere_within_50m._of_ped.crossing
532770,181760,51.51916529,-0.087779294,Serious,Pedestrian,Female,28,07/07/2010,Wednesday,18,City_of_London,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
531170,181120,51.51378729,-0.111064631,Serious,Driver_or_rider,Female,35,15/08/2010,Sunday,15,City_of_London,Pedal_cycle,Not_a_pedestrian
532690,180890,51.51136575,-0.089259015,Serious,Driver_or_rider,Male,42,01/09/2010,Wednesday,9,City_of_London,Pedal_cycle,Not_a_pedestrian
533070,181130,51.5134332,-0.083695733,Serious,Pedestrian,Male,35,30/08/2010,Monday,18,City_of_London,Bus_or_coach_(17_or_more_pass_seats),On_footway_or_verge
533210,180760,51.5100752,-0.081819117,Serious,Pedestrian,Male,34,22/09/2010,Wednesday,8,City_of_London,Goods_7.5_tonnes_mgw_and_over,Crossing_elsewhere_within_50m._of_ped.crossing
533040,181460,51.51640582,-0.084003306,Serious,Driver_or_rider,Male,27,21/09/2010,Tuesday,8,City_of_London,Pedal_cycle,Not_a_pedestrian
531630,181170,51.51412977,-0.104420677,Serious,Driver_or_rider,Female,25,30/09/2010,Thursday,9,City_of_London,Pedal_cycle,Not_a_pedestrian
532860,180760,51.51015757,-0.086859653,Serious,Pedestrian,Male,24,20/11/2010,Saturday,2,City_of_London,Car,Not_a_pedestrian
531890,181360,51.51577668,-0.100604872,Serious,Driver_or_rider,Male,26,09/11/2010,Tuesday,6,City_of_London,Pedal_cycle,Not_a_pedestrian
533500,180920,51.51144459,-0.077582119,Serious,Pedestrian,Male,68,26/10/2010,Tuesday,17,City_of_London,Taxi/Private_hire_car,"In_carriageway,_crossing_elsewhere"
531610,181300,51.5153027,-0.104660223,Serious,Pedestrian,Female,22,28/10/2010,Thursday,7,City_of_London,Goods_3.5_tonnes_maximum_gross_weight_or_under,Crossing_elsewhere_within_50m._of_ped.crossing
531560,181560,51.51765089,-0.105283388,Serious,Pedestrian,Female,44,14/10/2010,Thursday,19,City_of_London,Car,Not_a_pedestrian
531760,180950,51.51212241,-0.102630485,Serious,Driver_or_rider,Male,27,01/10/2010,Friday,7,City_of_London,Pedal_cycle,Not_a_pedestrian
532670,181390,51.51586374,-0.08935896,Fatal,Pedestrian,Male,49,17/08/2010,Tuesday,14,City_of_London,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
532700,181540,51.51720469,-0.088870408,Serious,Driver_or_rider,Male,55,21/12/2010,Tuesday,10,City_of_London,Pedal_cycle,Not_a_pedestrian
532590,181130,51.513546,-0.090608987,Serious,Pedestrian,Male,61,05/12/2010,Sunday,8,City_of_London,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
532440,180970,51.5121433,-0.092829469,Serious,Driver_or_rider,Male,49,10/12/2010,Friday,23,City_of_London,Pedal_cycle,Not_a_pedestrian
532130,181060,51.51302464,-0.097260454,Serious,Driver_or_rider,Male,23,17/12/2010,Friday,0,City_of_London,Pedal_cycle,Not_a_pedestrian
528400,186090,51.55908796,-0.149149636,Serious,Pedestrian,Female,14,08/01/2010,Friday,15,Camden,Car,Not_a_pedestrian
527770,181930,51.52184512,-0.159742006,Serious,Driver_or_rider,Male,25,09/01/2010,Saturday,21,Westminster,Car,Not_a_pedestrian
530820,180960,51.51243047,-0.116164994,Serious,Pedestrian,Female,27,12/01/2010,Tuesday,18,Westminster,Goods_7.5_tonnes_mgw_and_over,Not_a_pedestrian
529550,182470,51.52629298,-0.133901449,Serious,Driver_or_rider,Male,52,19/01/2010,Tuesday,0,Camden,Motorcycle_over_500cc,Not_a_pedestrian
528400,180150,51.50570562,-0.15131446,Serious,Driver_or_rider,Male,34,20/01/2010,Wednesday,15,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
528650,179290,51.49792004,-0.148027816,Serious,Driver_or_rider,Male,22,20/01/2010,Wednesday,18,Westminster,Pedal_cycle,Not_a_pedestrian
526680,185260,51.55201722,-0.174246756,Serious,Driver_or_rider,Male,45,21/01/2010,Thursday,16,Camden,Motorcycle_over_500cc,Not_a_pedestrian
529310,184370,51.54342301,-0.136661686,Serious,Pedestrian,Female,58,22/01/2010,Friday,16,Camden,Car,Not_a_pedestrian
527640,181310,51.51630254,-0.161839236,Serious,Passenger,Female,23,22/01/2010,Friday,19,Westminster,Car,"In_carriageway,_crossing_elsewhere"
525030,184120,51.54213959,-0.198437375,Serious,Driver_or_rider,Female,39,18/01/2010,Monday,9,Brent,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
528040,181030,51.51369576,-0.156179276,Serious,Driver_or_rider,Male,32,27/01/2010,Wednesday,1,Westminster,Pedal_cycle,Not_a_pedestrian
528420,179150,51.49671411,-0.151390339,Serious,Driver_or_rider,Male,37,26/01/2010,Tuesday,18,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
528980,183900,51.53927459,-0.141589944,Serious,Pedestrian,Male,61,20/01/2010,Wednesday,12,Camden,Bus_or_coach_(17_or_more_pass_seats),"In_carriageway,_not_crossing"
527350,185080,51.55024892,-0.164653548,Serious,Pedestrian,Female,55,29/01/2010,Friday,7,Camden,Taxi/Private_hire_car,Not_a_pedestrian
528820,181650,51.51909052,-0.1447183,Serious,Driver_or_rider,Male,45,01/02/2010,Monday,11,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
525890,180590,51.5102241,-0.187303727,Serious,Passenger,Female,36,01/02/2010,Monday,18,Westminster,Car,Not_a_pedestrian
526560,182910,51.5309246,-0.176821243,Serious,Driver_or_rider,Male,30,03/02/2010,Wednesday,17,Westminster,Pedal_cycle,Not_a_pedestrian
530210,179190,51.49666453,-0.125603752,Serious,Driver_or_rider,Female,57,04/02/2010,Thursday,18,Westminster,Pedal_cycle,Not_a_pedestrian
529770,180460,51.50817893,-0.131471685,Serious,Pedestrian,Female,27,02/02/2010,Tuesday,15,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
530140,179580,51.50018551,-0.126467792,Serious,Pedestrian,Female,76,07/02/2010,Sunday,11,Westminster,Taxi/Private_hire_car,"In_carriageway,_not_crossing"
530130,182710,51.52831661,-0.125456809,Serious,Pedestrian,Female,83,10/02/2010,Wednesday,13,Camden,Car,Not_a_pedestrian
528300,179830,51.50285248,-0.152870887,Serious,Driver_or_rider,Male,36,29/01/2010,Friday,21,Westminster,Pedal_cycle,Not_a_pedestrian
530520,180780,51.51088215,-0.120552364,Serious,Passenger,Male,38,12/02/2010,Friday,1,Westminster,Bus_or_coach_(17_or_more_pass_seats),Crossing_elsewhere_within_50m._of_ped.crossing
529310,182180,51.52374172,-0.137465531,Serious,Pedestrian,Female,51,11/02/2010,Thursday,9,Camden,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
526530,180950,51.51331665,-0.177957083,Serious,Driver_or_rider,Male,34,09/02/2010,Tuesday,8,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
528780,182590,51.52754733,-0.144951048,Serious,Driver_or_rider,Male,67,29/01/2010,Friday,10,Camden,Motorcycle_over_500cc,Not_a_pedestrian
530080,178210,51.48788732,-0.127836364,Serious,Pedestrian,Male,43,17/02/2010,Wednesday,18,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
525990,180620,51.51047145,-0.185852773,Serious,Pedestrian,Female,59,20/02/2010,Saturday,14,Westminster,Car,Not_a_pedestrian
529410,178690,51.4923546,-0.137305153,Serious,Driver_or_rider,Male,21,22/02/2010,Monday,22,Westminster,Car,Not_a_pedestrian
529410,178690,51.4923546,-0.137305153,Serious,Passenger,Male,unknown,22/02/2010,Monday,22,Westminster,Car,Not_a_pedestrian
526470,182340,51.52582211,-0.178322629,Serious,Pedestrian,Male,73,22/02/2010,Monday,15,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
526410,180710,51.51118658,-0.179771501,Serious,Pedestrian,Male,64,23/02/2010,Tuesday,8,Westminster,Car,Not_a_pedestrian
529520,178280,51.48864481,-0.135871874,Serious,Driver_or_rider,Male,28,24/02/2010,Wednesday,18,Westminster,Car,Not_a_pedestrian
528730,182320,51.52513225,-0.145770051,Serious,Pedestrian,Female,63,25/02/2010,Thursday,18,Camden,Pedal_cycle,Unknown_or_other
528850,181190,51.5149497,-0.144454261,Serious,Pedestrian,Female,30,25/02/2010,Thursday,16,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
528600,181800,51.52048864,-0.147832651,Serious,Driver_or_rider,Male,74,27/02/2010,Saturday,8,Westminster,Car,Not_a_pedestrian
528600,181800,51.52048864,-0.147832651,Serious,Driver_or_rider,Male,28,27/02/2010,Saturday,8,Westminster,Car,"In_carriageway,_crossing_elsewhere"
529960,182700,51.52826585,-0.127909784,Serious,Driver_or_rider,Male,30,04/03/2010,Thursday,15,Camden,Pedal_cycle,Not_a_pedestrian
525540,181760,51.52081687,-0.191928027,Serious,Driver_or_rider,Male,22,06/03/2010,Saturday,17,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
530910,182400,51.52535063,-0.114334122,Serious,Driver_or_rider,Male,unknown,05/03/2010,Friday,20,Camden,Pedal_cycle,Not_a_pedestrian
528830,185960,51.55782178,-0.1429977,Serious,Driver_or_rider,Male,16,09/03/2010,Tuesday,9,Camden,Pedal_cycle,On_footway_or_verge
526840,181120,51.51477501,-0.173430926,Serious,Driver_or_rider,Male,22,10/03/2010,Wednesday,16,Westminster,Motor_cycle_125cc_and_under,Not_a_pedestrian
526660,182660,51.52865543,-0.175470236,Serious,Driver_or_rider,Male,55,01/03/2010,Monday,8,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
529190,184190,51.54183282,-0.13845722,Serious,Driver_or_rider,Male,18,12/03/2010,Friday,13,Camden,Motorcycle_over_500cc,"In_carriageway,_crossing_elsewhere"
530320,179900,51.50301986,-0.123757853,Serious,Driver_or_rider,Male,28,12/03/2010,Friday,7,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
525270,181370,51.51737176,-0.195956171,Serious,Driver_or_rider,Female,38,15/03/2010,Monday,18,Westminster,Car,Not_a_pedestrian
526630,184330,51.54367052,-0.175302041,Serious,Pedestrian,Female,56,01/01/2010,Friday,1,Camden,Car,Not_a_pedestrian
526390,183990,51.54066866,-0.178883176,Serious,Driver_or_rider,Female,45,08/01/2010,Friday,10,Camden,Car,Not_a_pedestrian
526390,183990,51.54066866,-0.178883176,Serious,Passenger,Male,7,08/01/2010,Friday,10,Camden,Car,Not_a_pedestrian
526390,183990,51.54066866,-0.178883176,Serious,Passenger,Female,65,08/01/2010,Friday,10,Camden,Car,Not_a_pedestrian
527690,181820,51.52087462,-0.160934319,Serious,Driver_or_rider,Male,25,17/03/2010,Wednesday,20,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
528650,181370,51.51661289,-0.147269297,Serious,Driver_or_rider,Female,26,18/03/2010,Thursday,8,Westminster,Pedal_cycle,"In_carriageway,_not_crossing"
527920,181000,51.51345331,-0.157918548,Serious,Pedestrian,Male,61,18/03/2010,Thursday,14,Westminster,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
530230,182140,51.52317109,-0.124226661,Serious,Driver_or_rider,Male,38,12/03/2010,Friday,20,Camden,Motor_cycle_125cc_and_under,Not_a_pedestrian
527550,183440,51.53546515,-0.162364683,Serious,Driver_or_rider,Male,32,24/03/2010,Wednesday,8,Westminster,Moped,Crossing_elsewhere_within_50m._of_ped.crossing
526900,181170,51.5152109,-0.17254871,Serious,Pedestrian,Male,unknown,21/03/2010,Sunday,1,Westminster,Car,Not_a_pedestrian
526420,183910,51.53994299,-0.17847954,Serious,Driver_or_rider,Male,35,26/03/2010,Friday,14,Camden,Car,Not_a_pedestrian
529130,181260,51.51551492,-0.140395646,Serious,Pedestrian,Female,unknown,26/03/2010,Friday,16,Westminster,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
527780,180970,51.51321535,-0.159945864,Serious,Driver_or_rider,Male,42,09/03/2010,Tuesday,8,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
528990,183880,51.53909257,-0.141453158,Serious,Pedestrian,Male,41,29/03/2010,Monday,15,Camden,Car,Not_a_pedestrian
530270,181920,51.52118477,-0.123731719,Serious,Driver_or_rider,Male,31,23/03/2010,Tuesday,19,Camden,Pedal_cycle,Not_a_pedestrian
525390,185570,51.55509114,-0.192732528,Serious,Pedestrian,Female,21,31/03/2010,Wednesday,16,Camden,Car,Not_a_pedestrian
528040,186990,51.56725775,-0.154012483,Serious,Driver_or_rider,Male,46,21/01/2010,Thursday,9,Camden,Pedal_cycle,Not_a_pedestrian
528790,184540,51.54506955,-0.144093982,Serious,Pedestrian,Male,25,01/04/2010,Thursday,21,Camden,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
529920,181010,51.51308727,-0.129108902,Serious,Pedestrian,Male,48,01/04/2010,Thursday,17,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
530060,178220,51.48798179,-0.128120581,Serious,Pedestrian,Female,14,12/04/2010,Monday,21,Westminster,Motorcycle_over_125cc_and_up_to_500cc,On_footway_or_verge
525160,182510,51.52764149,-0.197135879,Serious,Passenger,Female,44,13/04/2010,Tuesday,19,Westminster,Car,Not_a_pedestrian
525800,186380,51.56227939,-0.18653226,Serious,Driver_or_rider,Female,unknown,10/04/2010,Saturday,11,Camden,Pedal_cycle,Not_a_pedestrian
