Easting,Northing,Lat,Long,Severity_of_casualty,Casualty_Class,Sex,Age,Date,Day,Hour,Local_authority,Vehicle_type,Pedestrian_Locality
528500,181770,51.52024177,-0.149284119,Serious,Driver_or_rider,Female,31,25/10/2012,Thursday,8,Westminster,Pedal_cycle,Not_a_pedestrian
534370,181660,51.51788832,-0.064770531,Serious,Pedestrian,Male,unknown,01/11/2012,Thursday,1,Tower_Hamlets,Car,Unknown_or_other
529040,179770,51.50214496,-0.142237033,Serious,Pedestrian,Male,70,02/11/2012,Friday,14,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Crossing_on_pedestrian_crossing_facility
527630,197860,51.66503594,-0.155969754,Serious,Driver_or_rider,Male,20,04/11/2012,Sunday,1,Enfield,Car,Not_a_pedestrian
526120,167190,51.38974418,-0.188762657,Serious,Driver_or_rider,Male,42,18/10/2012,Thursday,11,Merton,Motorcycle_over_500cc,Not_a_pedestrian
534860,186080,51.55749084,-0.056021199,Serious,Pedestrian,Male,68,21/09/2012,Friday,11,Hackney,Car,"In_carriageway,_crossing_elsewhere"
536180,188960,51.5830544,-0.035877106,Serious,Driver_or_rider,Male,17,31/10/2012,Wednesday,14,Waltham_Forest,Motorcycle_50cc_and_under,Not_a_pedestrian
533110,183580,51.5354407,-0.082194295,Serious,Driver_or_rider,Female,27,01/11/2012,Thursday,12,Hackney,Pedal_cycle,Not_a_pedestrian
527980,178710,51.4928595,-0.157884888,Serious,Pedestrian,Male,11,05/11/2012,Monday,8,Kensington_and_Chelsea,Motorcycle_50cc_and_under,Crossing_elsewhere_within_50m._of_ped_crossing
528240,172730,51.4390584,-0.156308169,Serious,Driver_or_rider,Male,42,31/10/2012,Wednesday,18,Wandsworth,Pedal_cycle,Not_a_pedestrian
530120,178980,51.49479799,-0.126976942,Serious,Driver_or_rider,Male,46,31/10/2012,Wednesday,8,Westminster,Pedal_cycle,Not_a_pedestrian
540650,193590,51.6235608,0.03045077,Serious,Pedestrian,Female,37,29/10/2012,Monday,8,Redbridge,Car,"In_carriageway,_crossing_elsewhere"
522350,180080,51.50641729,-0.238466303,Serious,Driver_or_rider,Male,27,23/10/2012,Tuesday,19,Hammersmith_and_Fulham,Pedal_cycle,Not_a_pedestrian
538500,183820,51.53630185,-0.004435834,Serious,Pedestrian,Male,64,02/10/2012,Tuesday,0,Newham,Car,Crossing_on_pedestrian_crossing_facility
521310,175880,51.4688936,-0.254885796,Serious,Driver_or_rider,Male,69,06/11/2012,Tuesday,9,Richmond-upon-Thames,Car,Not_a_pedestrian
525680,178420,51.49076864,-0.191100985,Serious,Driver_or_rider,Male,21,05/11/2012,Monday,16,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
539160,185650,51.55258385,0.005796837,Serious,Pedestrian,Male,42,29/10/2012,Monday,14,Waltham_Forest,M/cycle_over_50_and_up_to_125cc_(from_1999),Crossing_elsewhere_within_50m._of_ped_crossing
536980,180770,51.50926422,-0.027522965,Serious,Driver_or_rider,Male,18,29/10/2012,Monday,11,Tower_Hamlets,Pedal_cycle,Not_a_pedestrian
526580,178100,51.48769221,-0.178259059,Serious,Pedestrian,Female,26,03/11/2012,Saturday,10,Kensington_and_Chelsea,Car,Crossing_on_pedestrian_crossing_facility
537590,186760,51.56294319,-0.016399057,Serious,Pedestrian,Male,43,10/11/2012,Saturday,16,Waltham_Forest,Van/Goods_3.5_tonnes_mgw_or_under,"In_carriageway,_crossing_elsewhere"
528060,169690,51.41177776,-0.159994189,Serious,Passenger,Male,unknown,10/11/2012,Saturday,1,Merton,Car,Not_a_pedestrian
513850,171050,51.42703064,-0.363791795,Serious,Pedestrian,Female,28,11/11/2012,Sunday,1,Richmond-upon-Thames,Car,"In_carriageway,_crossing_elsewhere"
535050,186250,51.55897306,-0.053216947,Serious,Driver_or_rider,Male,46,01/11/2012,Thursday,13,Hackney,Pedal_cycle,Not_a_pedestrian
533330,192340,51.61410888,-0.075704014,Serious,Passenger,Male,31,12/11/2012,Monday,2,Enfield,Car,Not_a_pedestrian
534850,183310,51.5326012,-0.0572253,Serious,Pedestrian,Male,39,26/10/2012,Friday,14,Tower_Hamlets,Goods_7.5_tonnes_mgw_and_over_(from_1999),"In_carriageway,_crossing_elsewhere"
524950,176340,51.47223687,-0.202345258,Serious,Driver_or_rider,Male,35,30/10/2012,Tuesday,8,Hammersmith_and_Fulham,Pedal_cycle,Not_a_pedestrian
534650,184530,51.54361215,-0.059640821,Serious,Driver_or_rider,Male,46,10/11/2012,Saturday,9,Hackney,M/cycle_over_50_and_up_to_125cc_(from_1999),Not_a_pedestrian
547790,189240,51.58264743,0.131688464,Serious,Passenger,Male,unknown,26/10/2012,Friday,11,Barking_and_Dagenham,Car,Not_a_pedestrian
526170,178680,51.49299629,-0.183953925,Serious,Driver_or_rider,Male,29,05/11/2012,Monday,6,Kensington_and_Chelsea,Pedal_cycle,Not_a_pedestrian
517380,178070,51.48940469,-0.310712731,Serious,Driver_or_rider,Male,46,06/11/2012,Tuesday,16,Hounslow,Motorcycle_over_500cc,Not_a_pedestrian
514270,169430,51.41238568,-0.3582752,Serious,Driver_or_rider,Male,38,12/11/2012,Monday,9,Richmond-upon-Thames,Pedal_cycle,Not_a_pedestrian
550630,189740,51.5863897,0.172861766,Serious,Driver_or_rider,Male,31,16/11/2012,Friday,13,Havering,Motorcycle_over_500cc,Not_a_pedestrian
534720,182680,51.52697097,-0.05933931,Serious,Pedestrian,Male,29,18/11/2012,Sunday,19,Tower_Hamlets,Car,Crossing_elsewhere_within_50m._of_ped_crossing
524710,170990,51.42420726,-0.207682218,Serious,Pedestrian,Female,81,16/11/2012,Friday,17,Merton,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
530150,179910,51.50314887,-0.126202101,Serious,Driver_or_rider,Male,37,19/11/2012,Monday,20,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
530150,179910,51.50314887,-0.126202101,Serious,Pedestrian,Male,56,19/11/2012,Monday,20,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Crossing_on_pedestrian_crossing_facility
530150,179910,51.50314887,-0.126202101,Serious,Pedestrian,Male,25,19/11/2012,Monday,20,Westminster,Motorcycle_over_125cc_and_up_to_500cc,Crossing_on_pedestrian_crossing_facility
527360,181360,51.51681503,-0.165854334,Serious,Pedestrian,Male,31,18/11/2012,Sunday,1,Westminster,Taxi/Private_hire_car,Crossing_elsewhere_within_50m._of_ped_crossing
523170,181090,51.51531664,-0.226304223,Serious,Pedestrian,Male,38,25/10/2012,Thursday,15,Hammersmith_and_Fulham,M/cycle_over_50_and_up_to_125cc_(from_1999),Unknown_or_other
523450,167110,51.38961181,-0.227144727,Serious,Driver_or_rider,Male,40,07/11/2012,Wednesday,18,Merton,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
523450,167110,51.38961181,-0.227144727,Serious,Passenger,Male,35,07/11/2012,Wednesday,18,Merton,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
529760,180710,51.51042794,-0.131523732,Serious,Pedestrian,Female,40,28/10/2012,Sunday,2,Westminster,Car,Crossing_elsewhere_within_50m._of_ped_crossing
537510,180340,51.50527141,-0.020058253,Serious,Pedestrian,Male,49,10/11/2012,Saturday,18,Tower_Hamlets,Car,"In_carriageway,_not_crossing"
534480,181790,51.51903038,-0.06313652,Serious,Driver_or_rider,Female,33,07/11/2012,Wednesday,17,Tower_Hamlets,Pedal_cycle,Not_a_pedestrian
539300,190480,51.59595031,0.009727135,Serious,Driver_or_rider,Male,47,13/11/2012,Tuesday,7,Waltham_Forest,Motorcycle_over_500cc,Not_a_pedestrian
535690,183890,51.53761213,-0.044898917,Serious,Driver_or_rider,Male,38,14/11/2012,Wednesday,19,Hackney,Pedal_cycle,Not_a_pedestrian
524330,170520,51.42006659,-0.213309629,Serious,Driver_or_rider,Female,25,15/11/2012,Thursday,19,Merton,Pedal_cycle,Not_a_pedestrian
535900,184850,51.54618852,-0.041502524,Serious,Driver_or_rider,Female,32,16/11/2012,Friday,17,Hackney,Pedal_cycle,Not_a_pedestrian
533540,185170,51.54962725,-0.075395527,Serious,Passenger,Male,51,18/11/2012,Sunday,6,Hackney,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
536740,187430,51.56917031,-0.028393799,Serious,Pedestrian,Female,11,20/11/2012,Tuesday,15,Waltham_Forest,Car,"In_carriageway,_crossing_elsewhere"
533530,184790,51.54621479,-0.075683652,Serious,Pedestrian,Female,57,20/11/2012,Tuesday,16,Hackney,Van/Goods_3.5_tonnes_mgw_or_under,Crossing_on_pedestrian_crossing_facility
534550,183220,51.53186406,-0.061582221,Serious,Pedestrian,Male,38,21/11/2012,Wednesday,1,Tower_Hamlets,Car,Crossing_elsewhere_within_50m._of_ped_crossing
535030,180750,51.50955343,-0.055612488,Serious,Driver_or_rider,Female,27,15/11/2012,Thursday,18,Tower_Hamlets,Pedal_cycle,Not_a_pedestrian
535130,183030,51.53001811,-0.05329834,Serious,Pedestrian,Female,91,18/11/2012,Sunday,16,Tower_Hamlets,Car,Crossing_elsewhere_within_50m._of_ped_crossing
524310,177530,51.48307252,-0.211137159,Serious,Pedestrian,Female,16,19/11/2012,Monday,8,Hammersmith_and_Fulham,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
536610,181110,51.51240906,-0.032719556,Serious,Driver_or_rider,Male,51,26/11/2012,Monday,8,Tower_Hamlets,M/cycle_over_50_and_up_to_125cc_(from_1999),Not_a_pedestrian
527540,176400,51.47219886,-0.165052597,Serious,Driver_or_rider,Male,47,21/11/2012,Wednesday,9,Wandsworth,Motorcycle_over_500cc,Not_a_pedestrian
527540,176400,51.47219886,-0.165052597,Serious,Pedestrian,Female,39,21/11/2012,Wednesday,9,Wandsworth,Motorcycle_over_500cc,Crossing_elsewhere_within_50m._of_ped_crossing
532990,182230,51.52333721,-0.084433005,Serious,Driver_or_rider,Male,22,26/11/2012,Monday,19,Hackney,Pedal_cycle,Not_a_pedestrian
518060,167360,51.39300463,-0.304490938,Serious,Pedestrian,Male,27,17/11/2012,Saturday,20,Kingston-upon-Thames,M/cycle_over_50_and_up_to_125cc_(from_1999),"In_carriageway,_crossing_elsewhere"
527700,176470,51.4727919,-0.162724901,Serious,Pedestrian,Female,18,29/11/2012,Thursday,8,Wandsworth,M/cycle_over_50_and_up_to_125cc_(from_1999),Crossing_on_pedestrian_crossing_facility
533410,182770,51.52809085,-0.078178183,Serious,Pedestrian,Male,unknown,02/12/2012,Sunday,3,Hackney,Taxi/Private_hire_car,"In_carriageway,_crossing_elsewhere"
546440,183650,51.53277162,0.109892854,Serious,Driver_or_rider,Male,49,02/12/2012,Sunday,6,Barking_and_Dagenham,Car,Not_a_pedestrian
546440,183650,51.53277162,0.109892854,Serious,Driver_or_rider,Male,34,02/12/2012,Sunday,6,Barking_and_Dagenham,Car,Not_a_pedestrian
554010,186520,51.55654568,0.220200074,Serious,Pedestrian,Male,54,06/11/2012,Tuesday,16,Havering,Car,"In_carriageway,_crossing_elsewhere"
534850,183760,51.53664495,-0.057053016,Serious,Pedestrian,Male,37,23/11/2012,Friday,0,Hackney,Bus_or_coach_(17_or_more_pass_seats),"In_carriageway,_not_crossing"
527170,168110,51.39777813,-0.173350614,Serious,Pedestrian,Male,27,30/11/2012,Friday,17,Merton,Car,Crossing_elsewhere_within_50m._of_ped_crossing
543730,180840,51.50821762,0.06970459,Serious,Driver_or_rider,Male,34,04/12/2012,Tuesday,20,Newham,Car,Not_a_pedestrian
517990,164690,51.36902137,-0.306381678,Serious,Pedestrian,Male,60,04/12/2012,Tuesday,17,Kingston-upon-Thames,Car,"In_carriageway,_crossing_elsewhere"
537230,180730,51.50884415,-0.023938351,Serious,Driver_or_rider,Male,unknown,06/12/2012,Thursday,22,Tower_Hamlets,Pedal_cycle,Not_a_pedestrian
537330,182840,51.52778083,-0.021676308,Serious,Pedestrian,Female,21,06/12/2012,Thursday,18,Tower_Hamlets,Car,"In_carriageway,_crossing_elsewhere"
516120,177340,51.48310321,-0.329092644,Serious,Pedestrian,Male,29,05/12/2012,Wednesday,20,Hounslow,Car,Unknown_or_other
532900,192020,51.61133492,-0.082031882,Serious,Pedestrian,Female,33,28/11/2012,Wednesday,15,Enfield,Car,"In_carriageway,_not_crossing"
552730,184490,51.53865412,0.200871734,Serious,Pedestrian,Female,39,27/11/2012,Tuesday,19,Havering,Car,Crossing_on_pedestrian_crossing_facility
542270,184590,51.5422833,0.05019421,Serious,Pedestrian,Male,29,04/12/2012,Tuesday,15,Newham,Car,"In_carriageway,_crossing_elsewhere"
526910,173820,51.44915356,-0.175043219,Serious,Driver_or_rider,Male,53,06/12/2012,Thursday,7,Wandsworth,Pedal_cycle,Not_a_pedestrian
549500,191000,51.59801135,0.157099938,Serious,Pedestrian,Female,11,07/12/2012,Friday,7,Havering,Car,"In_carriageway,_crossing_elsewhere"
539140,184100,51.53866061,0.004896244,Serious,Pedestrian,Male,32,08/12/2012,Saturday,23,Newham,Car,"In_carriageway,_not_crossing"
524680,168600,51.40273419,-0.208953174,Serious,Driver_or_rider,Female,32,01/12/2012,Saturday,10,Merton,Pedal_cycle,Not_a_pedestrian
533840,185190,51.54973587,-0.07106384,Serious,Driver_or_rider,Female,28,03/12/2012,Monday,10,Hackney,Pedal_cycle,Not_a_pedestrian
521020,178500,51.49250306,-0.258162294,Serious,Pedestrian,Male,45,02/12/2012,Sunday,9,Hounslow,Taxi/Private_hire_car,"In_carriageway,_crossing_elsewhere"
527240,181500,51.51810023,-0.167532328,Serious,Pedestrian,Male,49,08/12/2012,Saturday,15,Westminster,Car,Crossing_on_pedestrian_crossing_facility
528540,177940,51.48581263,-0.15010295,Serious,Driver_or_rider,Male,unknown,10/12/2012,Monday,12,Kensington_and_Chelsea,Motorcycle_over_500cc,Not_a_pedestrian
526270,178900,51.49495115,-0.182435561,Serious,Pedestrian,Male,56,10/12/2012,Monday,21,Kensington_and_Chelsea,Car,Crossing_elsewhere_within_50m._of_ped_crossing
533460,180700,51.50947701,-0.078241438,Serious,Pedestrian,Male,unknown,11/12/2012,Tuesday,18,Tower_Hamlets,Motorcycle_over_500cc,"In_carriageway,_crossing_elsewhere"
552050,183570,51.53057129,0.19067807,Serious,Pedestrian,Male,12,11/12/2012,Tuesday,7,Havering,Van/Goods_3.5_tonnes_mgw_or_under,"In_carriageway,_crossing_elsewhere"
526000,167980,51.39687069,-0.190206308,Serious,Pedestrian,Female,9,25/11/2012,Sunday,12,Merton,Car,Crossing_on_pedestrian_crossing_facility
536790,190160,51.59368972,-0.026611428,Serious,Passenger,Male,21,31/10/2012,Wednesday,13,Waltham_Forest,Van/Goods_3.5_tonnes_mgw_or_under,Not_a_pedestrian
525020,180390,51.50861963,-0.199904763,Serious,Pedestrian,Male,60,24/11/2012,Saturday,12,Kensington_and_Chelsea,Car,"In_carriageway,_crossing_elsewhere"
520020,165480,51.37569677,-0.276967091,Serious,Pedestrian,Male,47,10/12/2012,Monday,0,Kingston-upon-Thames,Car,Unknown_or_other
525200,182520,51.5277225,-0.196556008,Serious,Pedestrian,Female,28,10/12/2012,Monday,18,Westminster,Taxi/Private_hire_car,Crossing_elsewhere_within_50m._of_ped_crossing
526440,167110,51.38895404,-0.184194432,Serious,Pedestrian,Male,15,12/12/2012,Wednesday,19,Merton,Car,"In_carriageway,_crossing_elsewhere"
533140,182600,51.52662688,-0.082132368,Serious,Driver_or_rider,Male,28,06/12/2012,Thursday,22,Hackney,M/cycle_over_50_and_up_to_125cc_(from_1999),Not_a_pedestrian
524940,178720,51.49362864,-0.201648151,Serious,Pedestrian,Male,77,14/12/2012,Friday,18,Kensington_and_Chelsea,Car,Crossing_elsewhere_within_50m._of_ped_crossing
531940,194290,51.63195977,-0.095032986,Serious,Passenger,Female,87,11/12/2012,Tuesday,13,Enfield,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
540040,191930,51.6087963,0.020981883,Serious,Driver_or_rider,Male,58,10/12/2012,Monday,14,Redbridge,Motorcycle_over_500cc,Not_a_pedestrian
535180,185380,51.55112387,-0.051676525,Serious,Pedestrian,Female,70,01/12/2012,Saturday,12,Hackney,Van/Goods_3.5_tonnes_mgw_or_under,Crossing_elsewhere_within_50m._of_ped_crossing
533040,182530,51.52602139,-0.083599472,Serious,Pedestrian,Female,31,13/12/2012,Thursday,1,Hackney,Car,Crossing_elsewhere_within_50m._of_ped_crossing
533030,193000,51.62011088,-0.079783971,Serious,Driver_or_rider,Male,42,16/12/2012,Sunday,19,Enfield,Car,Not_a_pedestrian
528220,174020,51.45065631,-0.15612893,Serious,Pedestrian,Female,86,16/12/2012,Sunday,17,Wandsworth,Car,Crossing_on_pedestrian_crossing_facility
537110,179740,51.49997675,-0.026051193,Serious,Pedestrian,Female,39,18/12/2012,Tuesday,16,Tower_Hamlets,Car,Crossing_on_pedestrian_crossing_facility
534410,182620,51.52650571,-0.063828286,Serious,Driver_or_rider,Female,41,18/12/2012,Tuesday,19,Tower_Hamlets,Pedal_cycle,Not_a_pedestrian
527290,178710,51.49301511,-0.16781865,Serious,Pedestrian,Male,75,19/12/2012,Wednesday,14,Kensington_and_Chelsea,Taxi/Private_hire_car,"In_carriageway,_crossing_elsewhere"
536410,182520,51.52512789,-0.035054293,Serious,Pedestrian,Male,65,29/12/2012,Saturday,17,Tower_Hamlets,Car,Crossing_elsewhere_within_50m._of_ped_crossing
552160,184560,51.53943688,0.192689729,Serious,Pedestrian,Female,79,21/12/2012,Friday,13,Havering,Car,"In_carriageway,_crossing_elsewhere"
543890,185680,51.55166736,0.073983877,Serious,Pedestrian,Female,unknown,06/12/2012,Thursday,22,Redbridge,Car,Crossing_elsewhere_within_50m._of_ped_crossing
520400,180060,51.5066558,-0.266556603,Serious,Driver_or_rider,Male,29,10/12/2012,Monday,16,Ealing,Motorcycle_over_500cc,Not_a_pedestrian
541730,188390,51.57656481,0.043942755,Serious,Passenger,Female,36,24/12/2012,Monday,14,Redbridge,Car,Not_a_pedestrian
533850,186360,51.56024759,-0.070475242,Serious,Passenger,Male,74,31/12/2012,Monday,22,Hackney,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
534090,192270,51.61329931,-0.064760892,Serious,Pedestrian,Male,59,04/12/2012,Tuesday,12,Enfield,Car,Crossing_elsewhere_within_50m._of_ped_crossing
540500,185900,51.55449822,0.02521067,Serious,Pedestrian,Male,36,08/12/2012,Saturday,10,Newham,Car,"In_carriageway,_crossing_elsewhere"
540410,182320,51.52235115,0.022486972,Serious,Pedestrian,Female,90,18/12/2012,Tuesday,10,Newham,Car,Crossing_on_pedestrian_crossing_facility
527710,168800,51.40385796,-0.165344328,Serious,Pedestrian,Male,14,18/12/2012,Tuesday,7,Merton,Car,Crossing_elsewhere_within_50m._of_ped_crossing
526900,178940,51.49516972,-0.173350769,Serious,Pedestrian,Male,38,21/12/2012,Friday,22,Kensington_and_Chelsea,Taxi/Private_hire_car,Crossing_elsewhere_within_50m._of_ped_crossing
529590,180750,51.51082639,-0.133957379,Serious,Pedestrian,Female,73,22/12/2012,Saturday,11,Westminster,Van/Goods_3.5_tonnes_mgw_or_under,Crossing_on_pedestrian_crossing_facility
546650,185620,51.55041799,0.11373809,Serious,Pedestrian,Male,59,09/12/2012,Sunday,10,Barking_and_Dagenham,Car,"In_carriageway,_crossing_elsewhere"
525840,177020,51.47815112,-0.18929586,Serious,Driver_or_rider,Male,39,11/12/2012,Tuesday,8,Hammersmith_and_Fulham,Pedal_cycle,Not_a_pedestrian
533690,181900,51.52020641,-0.074474187,Serious,Driver_or_rider,Male,27,21/12/2012,Friday,21,Tower_Hamlets,Pedal_cycle,Not_a_pedestrian
521760,175460,51.46502233,-0.248554853,Serious,Pedestrian,Male,25,29/12/2012,Saturday,21,Richmond-upon-Thames,Car,Crossing_on_pedestrian_crossing_facility
525420,178690,51.49325286,-0.194748134,Serious,Pedestrian,Male,23,30/12/2012,Sunday,2,Kensington_and_Chelsea,Car,"In_carriageway,_crossing_elsewhere"
536630,188100,51.57521764,-0.029719889,Serious,Pedestrian,Female,3,28/11/2012,Wednesday,12,Waltham_Forest,Van/Goods_3.5_tonnes_mgw_or_under,"In_carriageway,_crossing_elsewhere"
534770,181820,51.51923087,-0.058947842,Serious,Pedestrian,Male,25,30/12/2012,Sunday,4,Tower_Hamlets,Car,"In_carriageway,_crossing_elsewhere"
541460,190940,51.59954598,0.0410757,Serious,Pedestrian,Male,51,24/12/2012,Monday,17,Redbridge,Car,"In_carriageway,_crossing_elsewhere"
511760,175960,51.47157726,-0.392291835,Serious,Pedestrian,Male,75,15/12/2012,Saturday,13,Hounslow,Car,"In_carriageway,_crossing_elsewhere"
524820,178040,51.48754379,-0.203616178,Serious,Pedestrian,Male,43,05/12/2012,Wednesday,11,Hammersmith_and_Fulham,Car,"In_carriageway,_crossing_elsewhere"
529040,195850,51.64665105,-0.136334391,Serious,Pedestrian,Male,59,28/12/2012,Friday,20,Enfield,Car,"In_carriageway,_not_crossing"
541270,190430,51.59501091,0.038129074,Serious,Passenger,Male,29,21/12/2012,Friday,10,Redbridge,Car,Not_a_pedestrian
541270,190430,51.59501091,0.038129074,Serious,Passenger,Male,30,21/12/2012,Friday,10,Redbridge,Car,Not_a_pedestrian
528330,180250,51.5066202,-0.152286133,Serious,Driver_or_rider,Male,38,21/12/2012,Friday,20,Westminster,Motorcycle_over_500cc,Not_a_pedestrian
541910,184230,51.53913903,0.044861552,Serious,Pedestrian,Female,53,19/10/2012,Friday,7,Newham,Car,"In_carriageway,_crossing_elsewhere"
534520,187110,51.56682794,-0.060529328,Serious,Driver_or_rider,Male,31,17/12/2012,Monday,18,Hackney,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
539090,184760,51.54460364,0.004436362,Serious,Pedestrian,Male,16,22/12/2012,Saturday,0,Newham,Car,Crossing_elsewhere_within_50m._of_ped_crossing
529510,179260,51.49745425,-0.135656448,Serious,Driver_or_rider,Male,36,10/01/2012,Tuesday,10,Westminster,Pedal_cycle,Not_a_pedestrian
527600,176820,51.47595989,-0.164037757,Serious,Pedestrian,Male,29,10/12/2012,Monday,20,Wandsworth,Taxi/Private_hire_car,On_footway_or_verge
515680,179730,51.50467436,-0.334643426,Serious,Driver_or_rider,Male,27,25/01/2012,Wednesday,17,Ealing,Pedal_cycle,Not_a_pedestrian
519630,186580,51.56541759,-0.275432,Serious,Pedestrian,Female,51,28/01/2012,Saturday,19,Brent,Car,Crossing_elsewhere_within_50m._of_ped_crossing
531030,190380,51.59703564,-0.109634349,Serious,Pedestrian,Male,79,21/01/2012,Saturday,12,Haringey,Bus_or_coach_(17_or_more_pass_seats),Crossing_on_pedestrian_crossing_facility
507480,187460,51.57577116,-0.450384618,Serious,Driver_or_rider,Male,44,26/01/2012,Thursday,20,Hillingdon,Car,Not_a_pedestrian
521500,180760,51.51271189,-0.250473559,Serious,Pedestrian,Male,15,23/01/2012,Monday,16,Ealing,Car,"In_carriageway,_crossing_elsewhere"
525650,190980,51.60365283,-0.187049904,Serious,Driver_or_rider,Female,38,15/01/2012,Sunday,11,Barnet,Car,Not_a_pedestrian
526250,194590,51.63596065,-0.177091379,Serious,Driver_or_rider,Male,unknown,21/01/2012,Saturday,2,Barnet,Car,Not_a_pedestrian
532100,178910,51.4937102,-0.098497359,Serious,Pedestrian,Male,3,21/01/2012,Saturday,21,Southwark,Car,"In_carriageway,_crossing_elsewhere"
531620,184720,51.54603474,-0.103238575,Serious,Pedestrian,Female,47,30/01/2012,Monday,15,Islington,Goods_7.5_tonnes_mgw_and_over_(from_1999),"In_carriageway,_not_crossing"
538190,175810,51.46439785,-0.012039428,Serious,Passenger,Male,87,06/01/2012,Friday,11,Lewisham,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
505940,180700,51.51530159,-0.474632444,Serious,Pedestrian,Female,2,15/01/2012,Sunday,14,Hillingdon,Car,Unknown_or_other
532540,176730,51.47401642,-0.092980205,Serious,Driver_or_rider,Male,36,14/01/2012,Saturday,22,Southwark,M/cycle_over_50_and_up_to_125cc_(from_1999),Not_a_pedestrian
546310,167400,51.38679105,0.101301133,Serious,Driver_or_rider,Male,10,12/01/2012,Thursday,16,Bromley,Pedal_cycle,Not_a_pedestrian
534440,169970,51.41281869,-0.068204535,Serious,Pedestrian,Male,4,11/01/2012,Wednesday,8,Bromley,Car,"In_carriageway,_crossing_elsewhere"
528940,186780,51.56516576,-0.141111381,Serious,Pedestrian,Male,56,03/01/2012,Tuesday,21,Islington,Pedal_cycle,Crossing_on_pedestrian_crossing_facility
530220,186240,51.56001924,-0.12285461,Serious,Pedestrian,Male,32,07/01/2012,Saturday,21,Islington,Car,Crossing_elsewhere_within_50m._of_ped_crossing
524240,187170,51.5697249,-0.208746861,Serious,Driver_or_rider,Male,31,09/01/2012,Monday,11,Barnet,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
540190,169690,51.40891164,0.014312156,Serious,Driver_or_rider,Male,54,08/01/2012,Sunday,13,Bromley,Car,Not_a_pedestrian
530590,184920,51.54807132,-0.118009911,Serious,Pedestrian,Male,15,05/01/2012,Thursday,0,Islington,Bus_or_coach_(17_or_more_pass_seats),On_footway_or_verge
532760,175860,51.46614642,-0.090140905,Serious,Pedestrian,Male,25,02/01/2012,Monday,18,Southwark,Car,"In_carriageway,_crossing_elsewhere"
531200,175480,51.46309502,-0.11272656,Serious,Pedestrian,Female,15,03/01/2012,Tuesday,12,Lambeth,Car,"In_carriageway,_crossing_elsewhere"
532310,178270,51.48790969,-0.095713763,Serious,Driver_or_rider,Male,26,01/01/2012,Sunday,16,Southwark,Motorcycle_over_500cc,Not_a_pedestrian
530030,188530,51.58064226,-0.124747626,Serious,Pedestrian,Male,3,15/01/2012,Sunday,15,Haringey,Car,"In_carriageway,_crossing_elsewhere"
529480,175330,51.46214275,-0.137527137,Serious,Pedestrian,Male,35,13/01/2012,Friday,17,Lambeth,Motorcycle_over_125cc_and_up_to_500cc,Crossing_elsewhere_within_50m._of_ped_crossing
526340,184200,51.54256713,-0.17952842,Serious,Driver_or_rider,Male,21,04/01/2012,Wednesday,14,Camden,M/cycle_over_50_and_up_to_125cc_(from_1999),Not_a_pedestrian
531140,179420,51.49851673,-0.112128598,Serious,Pedestrian,Male,33,01/01/2012,Sunday,13,Lambeth,Car,Crossing_on_pedestrian_crossing_facility
512220,180480,51.51211233,-0.384236256,Serious,Driver_or_rider,Female,30,08/01/2012,Sunday,3,Ealing,Motorcycle_over_500cc,Not_a_pedestrian
550010,176240,51.46525499,0.15817541,Serious,Pedestrian,Female,38,15/01/2012,Sunday,2,Bexley,Car,"In_carriageway,_crossing_elsewhere"
550010,176240,51.46525499,0.15817541,Serious,Pedestrian,Male,50,15/01/2012,Sunday,2,Bexley,Car,"In_carriageway,_crossing_elsewhere"
539940,169670,51.40879357,0.010712164,Serious,Driver_or_rider,Male,58,13/01/2012,Friday,8,Bromley,Pedal_cycle,Not_a_pedestrian
505360,181790,51.52520729,-0.482662334,Serious,Pedestrian,Male,6,05/01/2012,Thursday,16,Hillingdon,Car,"In_carriageway,_crossing_elsewhere"
547380,173100,51.43773121,0.119034444,Serious,Driver_or_rider,Male,26,07/01/2012,Saturday,9,Bexley,M/cycle_over_50_and_up_to_125cc_(from_1999),Not_a_pedestrian
531700,172940,51.44015241,-0.106477809,Serious,Pedestrian,Female,28,06/01/2012,Friday,19,Lambeth,Car,Crossing_elsewhere_within_50m._of_ped_crossing
531360,178410,51.48938909,-0.109336704,Serious,Pedestrian,Male,29,01/01/2012,Sunday,6,Lambeth,Car,Crossing_on_pedestrian_crossing_facility
